CountFIPS,DataCategory,DataType,HUC,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
31173,DETAIL,ALLOCATION,102300010101,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31063,DETAIL,ALLOCATION,102500090204,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31021,DETAIL,ALLOCATION,102300010404,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31177,DETAIL,ALLOCATION,102200031004,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102002030902,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31059,DETAIL,ALLOCATION,102702040101,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31129,DETAIL,ALLOCATION,102500160804,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102100030404,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102001020305,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500041512,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31119,DETAIL,ALLOCATION,102200030104,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500040406,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102400060203,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500040205,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31161,DETAIL,ALLOCATION,101500031202,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31077,DETAIL,ALLOCATION,102100090103,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31129,DETAIL,ALLOCATION,102702060505,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31185,DETAIL,ALLOCATION,102702030506,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31059,DETAIL,ALLOCATION,102702060702,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010803,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31125,DETAIL,ALLOCATION,102100100503,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31125,DETAIL,ALLOCATION,102100100606,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31107,DETAIL,ALLOCATION,101701010906,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31011,DETAIL,ALLOCATION,102100100501,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102002030905,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010402,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31099,DETAIL,ALLOCATION,102001011102,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31029,DETAIL,ALLOCATION,102500050402,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31163,DETAIL,ALLOCATION,102100070502,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31149,DETAIL,ALLOCATION,101500041501,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31115,DETAIL,ALLOCATION,102100060804,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31065,DETAIL,ALLOCATION,102500140304,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500040105,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500040702,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,102100010303,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31023,DETAIL,ALLOCATION,102002010304,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31123,DETAIL,ALLOCATION,101800090905,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31001,DETAIL,ALLOCATION,102702060306,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500040804,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31093,DETAIL,ALLOCATION,102100030804,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31083,DETAIL,ALLOCATION,102500160103,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31157,DETAIL,ALLOCATION,101800090811,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31097,DETAIL,ALLOCATION,102400060102,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31011,DETAIL,ALLOCATION,102100090401,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31177,DETAIL,ALLOCATION,102200030905,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31177,DETAIL,ALLOCATION,102300060502,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31165,DETAIL,ALLOCATION,101500020304,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31141,DETAIL,ALLOCATION,102002010206,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31015,DETAIL,ALLOCATION,101500010207,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31061,DETAIL,ALLOCATION,102500160306,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500040802,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31065,DETAIL,ALLOCATION,102500140305,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010304,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31159,DETAIL,ALLOCATION,102702010506,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102702020401,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31081,DETAIL,ALLOCATION,102702030306,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31133,DETAIL,ALLOCATION,102400070102,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31127,DETAIL,ALLOCATION,102400080301,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31059,DETAIL,ALLOCATION,102702040103,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31107,DETAIL,ALLOCATION,101701010703,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31023,DETAIL,ALLOCATION,102702010506,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31139,DETAIL,ALLOCATION,102200020606,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31119,DETAIL,ALLOCATION,102200011306,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31093,DETAIL,ALLOCATION,102100030602,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31129,DETAIL,ALLOCATION,102702061002,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31161,DETAIL,ALLOCATION,101402010701,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31085,DETAIL,ALLOCATION,102500050504,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31097,DETAIL,ALLOCATION,102400080107,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31111,DETAIL,ALLOCATION,102001010207,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31177,DETAIL,ALLOCATION,102300060202,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31057,DETAIL,ALLOCATION,102500020907,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500050403,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31123,DETAIL,ALLOCATION,101800090811,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31107,DETAIL,ALLOCATION,101500070703,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31161,DETAIL,ALLOCATION,101402010702,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31165,DETAIL,ALLOCATION,101201080206,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102702020601,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31181,DETAIL,ALLOCATION,102500160505,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31065,DETAIL,ALLOCATION,102500090505,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010202,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31023,DETAIL,ALLOCATION,102702010504,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31077,DETAIL,ALLOCATION,102100100304,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31105,DETAIL,ALLOCATION,101900160403,NeDNR,2016,4,LODGEPOLE CREEK,41,http://www.westernstateswater.org/Nebraska
31157,DETAIL,ALLOCATION,101800090603,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31169,DETAIL,ALLOCATION,102702060806,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31139,DETAIL,ALLOCATION,102200020304,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31133,DETAIL,ALLOCATION,102400080205,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010802,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31035,DETAIL,ALLOCATION,102702060504,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31021,DETAIL,ALLOCATION,102200040403,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31015,DETAIL,ALLOCATION,101500010202,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31083,DETAIL,ALLOCATION,102500150306,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31131,DETAIL,ALLOCATION,102400060305,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102100040508,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31017,DETAIL,ALLOCATION,101500041203,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31039,DETAIL,ALLOCATION,102200040306,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31143,DETAIL,ALLOCATION,102702010105,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102001020105,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31065,DETAIL,ALLOCATION,102500090603,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31131,DETAIL,ALLOCATION,102400060208,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31153,DETAIL,ALLOCATION,102200031006,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31081,DETAIL,ALLOCATION,102702010203,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31165,DETAIL,ALLOCATION,101500020604,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102001011001,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31169,DETAIL,ALLOCATION,102702061003,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31097,DETAIL,ALLOCATION,102400080204,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31079,DETAIL,ALLOCATION,102702030102,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31185,DETAIL,ALLOCATION,102702030408,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31037,DETAIL,ALLOCATION,102200030503,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500040705,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31165,DETAIL,ALLOCATION,101402010206,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31129,DETAIL,ALLOCATION,102500160805,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31073,DETAIL,ALLOCATION,102500090802,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31157,DETAIL,ALLOCATION,101800130102,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31021,DETAIL,ALLOCATION,102300010403,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31131,DETAIL,ALLOCATION,102400060403,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31151,DETAIL,ALLOCATION,102702040307,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31155,DETAIL,ALLOCATION,102002030404,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102702020602,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31009,DETAIL,ALLOCATION,102100030306,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500071001,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102702020503,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31161,DETAIL,ALLOCATION,101402011105,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102702020505,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31093,DETAIL,ALLOCATION,102100070706,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31169,DETAIL,ALLOCATION,102702070202,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102100030406,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31065,DETAIL,ALLOCATION,102500140302,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31067,DETAIL,ALLOCATION,102400080107,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31059,DETAIL,ALLOCATION,102702060704,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31155,DETAIL,ALLOCATION,102002030603,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500070701,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31053,DETAIL,ALLOCATION,102200030603,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31133,DETAIL,ALLOCATION,102400080206,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31107,DETAIL,ALLOCATION,101701010704,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31101,DETAIL,ALLOCATION,101900180504,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31169,DETAIL,ALLOCATION,102702061005,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31057,DETAIL,ALLOCATION,102500040303,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31083,DETAIL,ALLOCATION,102500160402,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31165,DETAIL,ALLOCATION,101402010105,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101500031007,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31127,DETAIL,ALLOCATION,102400070302,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31043,DETAIL,ALLOCATION,101701011403,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31061,DETAIL,ALLOCATION,102500160307,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31017,DETAIL,ALLOCATION,101500041309,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102100030503,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500070404,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31123,DETAIL,ALLOCATION,101800130307,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31025,DETAIL,ALLOCATION,102002030906,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500080504,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31011,DETAIL,ALLOCATION,102100090406,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31083,DETAIL,ALLOCATION,102500090804,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31063,DETAIL,ALLOCATION,102500090202,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102001010808,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102001010504,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31121,DETAIL,ALLOCATION,102001030202,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31035,DETAIL,ALLOCATION,102702040102,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31039,DETAIL,ALLOCATION,102200030303,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31083,DETAIL,ALLOCATION,102500090901,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31071,DETAIL,ALLOCATION,102100080604,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31101,DETAIL,ALLOCATION,101800140406,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010505,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31087,DETAIL,ALLOCATION,102500040305,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31055,DETAIL,ALLOCATION,102200031006,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102002030302,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31177,DETAIL,ALLOCATION,102300060201,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31157,DETAIL,ALLOCATION,101800090805,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31125,DETAIL,ALLOCATION,102100090208,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31105,DETAIL,ALLOCATION,101900160101,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31155,DETAIL,ALLOCATION,102002030503,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31145,DETAIL,ALLOCATION,102500040703,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31121,DETAIL,ALLOCATION,102100090203,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31107,DETAIL,ALLOCATION,101500070901,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31025,DETAIL,ALLOCATION,102002030907,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31013,DETAIL,ALLOCATION,101500030305,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31013,DETAIL,ALLOCATION,101500030202,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31159,DETAIL,ALLOCATION,102702020105,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31127,DETAIL,ALLOCATION,102400060406,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31103,DETAIL,ALLOCATION,101500040907,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102001020205,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31173,DETAIL,ALLOCATION,102200040304,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102400080104,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500041509,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31077,DETAIL,ALLOCATION,102100100303,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31111,DETAIL,ALLOCATION,102001010208,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31095,DETAIL,ALLOCATION,102702020401,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31143,DETAIL,ALLOCATION,102702010302,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31099,DETAIL,ALLOCATION,102702060301,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31131,DETAIL,ALLOCATION,102400060202,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31123,DETAIL,ALLOCATION,101800091201,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31111,DETAIL,ALLOCATION,102001010305,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31047,DETAIL,ALLOCATION,102001010703,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31041,DETAIL,ALLOCATION,102100030202,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500040106,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31019,DETAIL,ALLOCATION,102001011003,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31017,DETAIL,ALLOCATION,101500041109,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31143,DETAIL,ALLOCATION,102702010501,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010203,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31129,DETAIL,ALLOCATION,102702060605,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31109,DETAIL,ALLOCATION,102702020202,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31035,DETAIL,ALLOCATION,102702060801,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31089,DETAIL,ALLOCATION,101500070305,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31059,DETAIL,ALLOCATION,102702030501,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31103,DETAIL,ALLOCATION,101500061006,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31025,DETAIL,ALLOCATION,102002020207,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
31063,DETAIL,ALLOCATION,102500080305,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31047,DETAIL,ALLOCATION,102001010507,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31123,DETAIL,ALLOCATION,101800090903,NeDNR,2016,10,PLATTE,41,http://www.westernstateswater.org/Nebraska
31031,DETAIL,ALLOCATION,101500031607,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31167,DETAIL,ALLOCATION,102200030206,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31015,DETAIL,ALLOCATION,101500061105,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31103,DETAIL,ALLOCATION,101500041403,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31147,DETAIL,ALLOCATION,102400050200,NeDNR,2016,7,MISSOURI TRIBUTARIES,41,http://www.westernstateswater.org/Nebraska
31155,DETAIL,ALLOCATION,102002030502,NeDNR,2016,6,LOWER PLATTE,41,http://www.westernstateswater.org/Nebraska
31081,DETAIL,ALLOCATION,102001011107,NeDNR,2016,1,BIG BLUE,41,http://www.westernstateswater.org/Nebraska
31045,DETAIL,ALLOCATION,101402010205,NeDNR,2016,12,WHITE HAT,41,http://www.westernstateswater.org/Nebraska
31161,DETAIL,ALLOCATION,101500031203,NeDNR,2016,9,NIOBRARA,41,http://www.westernstateswater.org/Nebraska
31053,DETAIL,ALLOCATION,102200040406,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31053,DETAIL,ALLOCATION,102002020101,NeDNR,2016,2,ELKHORN,41,http://www.westernstateswater.org/Nebraska
31175,DETAIL,ALLOCATION,102100070601,NeDNR,2016,5,LOUP,41,http://www.westernstateswater.org/Nebraska
31181,DETAIL,ALLOCATION,102500160502,NeDNR,2016,11,REPUBLICAN,41,http://www.westernstateswater.org/Nebraska
31151,DETAIL,ALLOCATION,102702040202,NeDNR,2016,3,LITTLE BLUE,41,http://www.westernstateswater.org/Nebraska
31147,DETAIL,ALLOCATION,102400070302,NeDNR,2016,8,NEMAHA,41,http://www.westernstateswater.org/Nebraska
